,Yobs,Yest_rf,Yest_sw,Yest_ann
6066,52.9422740638042,50.326728747671986,50.71960758754557,49.91480934178219
3931,56.8776577939876,53.472871447211304,55.62906012461586,55.092717854358966
5796,40.748434871037,39.59218510988705,36.544524721239384,36.91238797646531
10320,81.2867292275516,80.11905853784187,79.79952621944908,78.412547370168
4079,70.326465776834,69.4146071556062,73.88274881479553,74.11441048309428
2012,48.3902988458084,47.61316547910788,48.46472274191025,49.569646790315005
4479,38.2226030927669,36.50103804095385,31.18886152408865,31.336832599627655
5531,115.492661733639,113.1248913189954,111.09652477669927,112.3053099227501
5338,76.4222651974622,74.07076158673331,73.9398430668724,74.14606482302372
5461,90.4594784858897,93.10105316731931,93.46428215298931,94.21689683152238
10472,77.8170910696862,74.84275648432528,83.44502158297185,82.80063198944902
10751,71.4421551838086,69.64285696794249,77.45553310355179,76.28992604598363
2264,67.8469667023309,64.64863968301727,61.180475396596265,61.016626334874786
586,68.4024902634277,66.54605531967084,69.70513727976514,69.91853450786277
