,etp
10134,80.1343447375612
8153,57.8864719900431
15882,56.3865468730783
3305,60.3464184082753
9710,103.033925040835
12266,94.338948865625
16603,69.2209755745367
13878,45.2981804431528
12519,82.6659930393382
18444,100.111656274229
10737,119.491412834862
2663,111.037539514556
14098,122.884333988054
6705,133.975749949484
555,103.222765572412
1615,109.464553971186
7699,84.6844987097813
2571,86.9231015964464
17,68.3004234426047
18815,94.6151263361794
104,132.631336479508
14286,45.364414433546
15500,140.86205203023
10747,84.9413045567102
9712,63.5275366847613
16812,100.111656274229
11160,100.308736760622
12902,98.410040805206
5845,87.8948019153592
14943,84.409112925933
18967,72.8318591545872
10071,89.3842308991006
4030,104.307781591283
4363,94.3147018873232
933,147.541913104928
17616,90.8391403842897
15572,87.3665436555974
13358,99.5949945018704
3804,102.175115158621
1161,147.881980246432
10568,139.9479609183
15931,77.8995295382656
10210,107.67619656436
7922,101.313486935651
2625,145.614626280876
5851,84.8495188797233
3917,60.7600699641063
18403,79.5845760416571
13615,69.7670094565325
8119,101.265699328789
18286,108.859590578551
11831,106.132486374462
6910,114.041486107839
19059,77.8059080907411
1506,64.6537295774703
11674,113.727231854559
1562,116.195664388582
1302,82.2073871462486
18846,71.8409525550393
11007,92.5768914392709
13338,59.9297402013495
4881,143.911104640882
16857,109.463626790092
18158,104.641298126021
4737,135.666383782452
7494,66.5813623580727
3396,103.371737449676
15087,89.3959642882127
17100,85.7507502453646
8389,90.6212756552222
14435,120.154265759137
15924,91.8527975666998
7331,109.849021851831
8354,92.7203241967777
112,76.9164006041368
17526,72.7030350055639
8032,70.3377285045155
16061,50.2467568653401
11594,106.681032513045
13584,112.873123054761
2887,87.4328774223488
15884,114.108030563645
3481,103.345242924035
17230,90.4039417925291
8075,112.235360185244
11844,91.7228000948745
17766,79.9627167313677
957,128.709301023131
18962,84.2718966266442
11695,92.0737922296637
17904,89.9110282196868
881,58.621359519677
5518,126.185575551419
6985,97.2694426811484
2120,161.836421101396
14441,49.3798753726253
13791,92.6539416943089
2650,150.709420075903
18465,111.447361222944
7386,68.0044552706353
3207,83.6280586276552
6917,75.7964718091387
2399,119.203793924489
4161,150.713177218455
2666,107.614629637549
1443,85.8779720251279
9627,97.9019949379553
3536,128.656911788319
12712,75.4745937746452
18411,79.1251030211271
14197,103.706623045825
16686,58.9922264135343
5003,107.096022828641
1686,51.3176198458089
7374,66.5016901745845
9051,92.8497424351408
4707,84.5142293373068
15243,87.4899526812607
1090,133.763204969995
17549,53.3053120409432
6938,110.72542796994
5879,113.926544134304
9336,119.062858239904
3397,87.1720599294882
9352,76.178994146915
3188,136.029700404858
6974,104.299864490778
15090,69.6806023402554
4781,72.4119651140165
7266,52.4575520863546
9390,46.4210128995079
5972,110.293664902315
1328,132.666323345026
10448,128.797687254987
2481,118.086818322646
16349,58.7379828640713
14321,61.5043403962901
8471,108.643751512574
11441,63.5733723535131
9409,98.8640705654579
18456,90.5295747884516
11918,97.3350550340975
11751,92.0905293449692
14209,111.825648399595
4941,149.673584307971
8528,140.738662936178
3670,119.316140580217
17385,101.931330052382
14211,87.7455602660323
2065,96.7070937577898
16564,64.648566139925
14184,115.280518996667
3023,106.365861017794
1120,60.7052721610814
10652,88.8442056378074
10887,87.9426783626785
15824,121.333133214333
2079,88.6307415214206
2822,107.607345796761
921,159.783640518422
15566,93.6816216812665
18622,108.603066473194
13627,65.3100528118999
12892,69.5204826950682
16951,77.4930505751877
14785,95.2184721015251
4859,132.22501448326
5492,114.168211028309
2028,129.375980727175
8063,108.706252395004
14721,104.603583056922
8423,117.748977528429
5182,134.669463406075
18464,103.283014861036
5912,131.883235732807
14822,94.583045566044
10999,92.8773020719131
4180,72.340787338738
4094,103.705508568151
18360,94.0478978549874
14793,126.883804075361
6363,92.5977081180726
11400,111.102904629186
7149,144.296875235189
16470,59.711411466026
13976,111.517762134546
9271,109.61136282375
7609,93.9182379414974
14918,98.904018847071
15615,88.5097729368871
2419,94.5737601121873
7617,127.437915558034
13638,60.3663233185766
3860,138.878244173202
7003,95.4839838848215
11726,106.038194899702
10864,71.6646730098269
1427,135.689356683725
9076,63.4533926284698
1856,148.91094935931
8539,85.819371940078
3735,94.6792559474752
13608,106.262800974861
17560,60.0631552806257
7949,52.8324460290903
13091,90.6643374865607
16592,101.707744432577
16748,89.3240936355817
12598,100.079257832424
8217,112.382598739694
4528,87.4904559160562
5330,99.7380828155765
10300,60.7547680841471
15302,118.600661385406
2762,105.071723086809
18045,112.917727187219
7823,103.037288365544
13649,49.5516744713105
17846,91.943074664036
3372,97.7515128067712
11216,129.884922467637
9233,67.2910702300966
4119,87.8061815592888
15140,85.2116241192532
9434,103.743308522147
18298,99.256741285591
16783,77.0980111755334
19168,62.7879111192839
816,119.737918187684
18969,130.156939480361
14065,99.6841358567421
45,170.478708480455
5791,87.6894757213456
7984,62.9799154286314
5077,106.016285953021
3380,112.728677431993
2095,101.030017476575
13083,85.9641777689944
4796,113.35267451123
2445,185.493495974595
13876,62.3988018056588
12392,117.38575247081
15046,110.919890024899
12714,70.5322807968148
130,167.609206961222
17998,107.710999486616
6797,56.4616201319311
1977,148.3088383348
6908,131.451209818423
1227,79.6059165393797
6063,87.5041334903324
586,120.792842348412
17810,89.6999527110415
5372,99.713231153344
9426,72.5579747238627
2558,110.584625093841
15734,93.0994930923182
4762,131.908966354788
11124,99.371208704176
11668,68.7868735191818
3611,103.830898933073
13504,78.4792939969769
542,103.700967877583
949,98.7283891298063
15610,104.555529148956
17367,74.9368134595339
13581,125.474042407234
17946,69.1650648454943
5261,52.3445552403215
11457,108.784148197558
6017,69.719867492317
1600,79.7507006397728
15896,111.371206065847
12933,136.576365009653
7572,98.4815868031979
15000,107.614053439783
4354,121.108785026751
2330,113.951693824355
17547,70.3861404159132
3882,97.5661690507011
7991,101.787396560341
7775,98.1674746116185
4770,59.7422847429643
18542,96.4841056927845
14760,105.093328145069
2398,113.385345855164
15727,80.0968704306531
11721,174.185974849069
14142,56.1160925844437
18132,95.6866366305213
6948,96.7192451328702
5823,95.2615064209492
6137,62.6302074538364
16613,53.3249185797227
19084,64.2866930758402
17369,61.0462499511599
10709,59.0194579994074
6805,92.9259214360616
11909,61.8163741528523
13262,117.179814052743
6609,144.575277958473
16570,100.664256275108
14194,143.026246612111
12811,95.6407697494778
18719,99.5832640898805
8809,101.414900530875
11991,83.5474778074376
7134,53.5808494075718
562,162.112994228141
14912,118.371788861873
1305,160.045266915811
7969,98.6725199778304
11021,52.6046627606319
8018,99.2986502125909
10205,51.2835176067363
1224,117.563753265744
18701,51.9296111364369
8406,81.5670181288732
5749,101.630021911741
3119,125.416455250031
15234,59.8497525925611
12792,93.1581081150353
16089,121.638988291332
17531,93.4009485794641
19045,80.8401526062017
18270,67.186061086698
13095,83.1873375431382
3235,88.6835265084064
5698,126.603266202728
8468,100.21383078115
11329,91.0435984906549
12876,95.8734120297746
8593,86.2045360545863
1103,128.071164919363
11327,114.105731014305
11924,135.660044323532
8786,99.2726614967926
12167,105.279154758063
9109,94.8878151884656
301,129.3042390433
16439,105.610588917476
6192,105.949148185185
18747,72.3723260244075
15135,82.8663949491138
9029,35.5072369202098
3592,64.6167331769572
1661,69.0252608207524
1522,141.257573407055
8210,96.5434940320904
10575,96.8508622094531
12721,88.6056165158788
3368,125.18461805937
2585,61.6828556984392
11925,127.390873891518
873,158.963603451926
16227,86.7884663598507
7168,64.049682541593
15939,82.5244908767647
12999,81.1346599355785
7106,106.681032513045
9119,121.402668118073
1557,174.914590771459
17626,91.8827190615522
15448,79.026432987756
4407,93.5974536861024
1228,69.2847551214986
14165,65.1251155109627
2373,162.42086218469
10103,121.125349099665
11167,85.9149698228636
14909,62.2323082367098
1715,118.53426837649
7157,64.9762324614908
5245,112.32925931609
10043,111.480764745605
14857,95.1756159633948
5686,129.830091501277
8034,55.8140456052173
18175,77.4106159856783
2271,84.976802679136
8697,131.810253546589
14042,114.848932592127
13032,101.671661794407
5798,104.822193873809
14024,112.71870973752
8435,128.550980021033
12213,140.215054238782
8051,98.0242965127099
958,116.789283909591
1589,59.455125509878
1540,81.217628166733
16358,94.3529086190365
16595,112.461210430999
17366,86.4373522653823
13356,105.491482291983
8537,67.8747983466161
5647,100.031907379675
16206,62.3107091021343
8240,146.529610846044
17606,87.1098349269696
8480,145.24432755001
15911,102.059798145408
12325,95.5095916357669
2030,114.173932629376
4493,54.1107942366062
4659,86.9564662064652
7779,85.7398685695194
10026,52.4892069512011
863,121.985292978788
2770,147.04791672913
1122,85.1223980680951
15099,72.8759635581913
956,105.73796000737
9332,163.538052181861
438,72.2783914525738
7146,74.6944173175545
221,78.2557158956238
1167,93.7780904736036
5131,98.1831329114346
297,212.836713694487
8523,83.6917081517154
12778,117.527033817805
8037,131.110980653002
14008,84.1704352465859
2627,120.464266556122
17720,119.203355502714
17197,78.0798512526019
18605,51.5127269142613
12549,101.266581410039
18406,107.627370441411
12371,102.753390932182
7135,72.1325815298278
15023,120.207355355708
17539,93.3186017247143
14807,124.50159829925
2321,55.3401250444004
13423,111.991452848674
4076,155.705708280074
478,150.848732800629
1947,121.994079025233
5765,34.6919432873135
3313,97.6653455662426
14746,107.60206353212
1972,88.1326317159009
8867,98.0344660393197
4038,69.8004793036702
8729,55.8766408507486
10630,121.360701808467
2017,107.132424200408
10753,87.9786874564507
11445,112.207979840275
11804,131.509849917527
16791,82.286986787732
11368,70.846036167489
14081,54.8626628021363
13777,100.113786587265
5747,98.1065672820184
7251,96.0819527418027
5384,137.293355013393
13805,55.0305170002876
12316,74.7404334014833
