,lon,lat,year,month,"('prec',)","('temp',)"
9660,-60.5,-2.25,2004,1,-0.576888796380053,0.4757047409246948
1221,-61.25,-2.25,2014,10,0.018703312164824067,1.7299701792263482
179,-61.25,-2.75,1995,12,0.4292697530442189,0.009781007036394583
5015,-61.0,-1.5,1990,12,0.911138768292263,-0.25968396347058376
7966,-60.75,-1.5,1998,11,-0.2176682318392635,0.354779724315021
5243,-61.0,-1.5,2009,12,0.3600731618847703,1.081060930482232
8962,-60.5,-2.75,2013,11,0.02522183162187334,0.550016495388164
14769,-60.0,-2.5,1987,10,-0.9507509584705229,0.9638750014478227
1958,-61.25,-1.75,2008,3,0.893087483641972,-0.8612801766954068
6126,-60.75,-2.5,1981,7,-1.2850005792450765,-0.5445021706692321
14196,-60.25,-1.25,2008,1,0.6464868783360528,-1.0618122477704421
5687,-61.0,-1.25,2012,12,-0.1746460034227366,0.09782711949282197
15964,-60.0,-1.75,1985,5,1.322306918660001,-0.8700534548050148
5868,-60.75,-2.75,1994,1,2.538662649345438,-0.09205168530634479
12678,-60.25,-2.0,1983,7,-1.1751885976224734,-0.03627870303862924
16139,-60.0,-1.75,1999,12,0.2502611802621669,-0.2822438214665038
5881,-60.75,-2.75,1995,2,-0.14596451781171893,0.4026985337989452
12707,-60.25,-2.0,1985,12,1.385987839509638,-1.4111767153463208
3258,-61.0,-2.75,2014,7,-1.2373652447512533,-0.09455833619478994
6230,-60.75,-2.5,1990,3,0.9450350694689205,-0.07763844269785163
2770,-61.25,-1.25,2007,11,-0.550814718551855,0.6620429013438652
5818,-60.75,-2.75,1989,11,0.4132241666884045,0.7656511380659644
15198,-60.0,-2.25,1989,7,-0.36348249784772463,-1.7006948929607741
5459,-61.0,-1.25,1993,12,0.1112662884549269,-0.451442756436011
11662,-60.25,-2.75,2000,11,-0.4956580154537438,-0.13476919419673714
7205,-60.75,-2.0,2003,6,0.12119449501258701,-0.5213574274659444
6398,-60.75,-2.5,2004,3,0.3115352631584324,0.2710993621560392
16884,-60.0,-1.25,1994,1,0.5578350137201799,-1.0994120110969468
14401,-60.0,-2.75,1991,2,0.6879045481169981,-0.5145118832539719
